Collar ID,Acq. Time [LMT],Acq. Time [UTC],SCTS [UTC],SCTS [LMT],Activity,Origin,Latitude[deg],Longitude[deg],Altitude[m],DOP,Fix Type,Easting,Northing,Mortality Status,Temp[°C],Main[V],Beacon [V]
48918,2023-02-09 02:00:36+08:00,2023-02-08 18:00:36,2023-02-08 18:01:06,2023-02-09 02:01:06+08:00,,Iridium,38.99895,97.36384,3596,2,3D Validated,358316,4317933,Nothing Detected,-7,3.28,3.68
48918,2023-02-09 00:00:38+08:00,2023-02-08 16:00:38,2023-02-08 18:01:06,2023-02-09 02:01:06+08:00,,Iridium,38.99895,97.36386,3599,3,3D Validated,358318,4317933,Nothing Detected,-1,3.28,3.68
48918,2023-02-08 22:00:38+08:00,2023-02-08 14:00:38,2023-02-08 18:01:06,2023-02-09 02:01:06+08:00,,Iridium,38.99898,97.36384,3599,2.6,3D Validated,358316,4317936,Nothing Detected,0,3.28,3.68
48918,2023-02-08 20:00:42+08:00,2023-02-08 12:00:42,2023-02-08 18:01:06,2023-02-09 02:01:06+08:00,,Iridium,38.99895,97.36386,3599,2,3D Validated,358318,4317933,Nothing Detected,-2,3.36,3.68
48918,2023-02-08 18:00:12+08:00,2023-02-08 10:00:12,2023-02-08 18:01:22,2023-02-09 02:01:22+08:00,,Iridium,38.99901,97.36377,3601,5.4,3D Validated,358310,4317940,Nothing Detected,0,3.36,3.68
48918,2023-02-08 16:00:37+08:00,2023-02-08 08:00:37,2023-02-08 18:01:22,2023-02-09 02:01:22+08:00,,Iridium,38.99897,97.36385,3606,3,3D Validated,358317,4317936,Nothing Detected,8,3.28,3.68
48918,2023-02-08 14:00:38+08:00,2023-02-08 06:00:38,2023-02-08 18:01:22,2023-02-09 02:01:22+08:00,,Iridium,38.99896,97.36388,3608,4.2,3D Validated,358319,4317934,Nothing Detected,5,3.36,3.68
48918,2023-02-08 12:00:37+08:00,2023-02-08 04:00:37,2023-02-08 18:01:22,2023-02-09 02:01:22+08:00,,Iridium,38.99892,97.36403,3612,3.6,3D Validated,358332,4317930,Nothing Detected,19,3.28,3.68
48918,2023-02-08 10:00:37+08:00,2023-02-08 02:00:37,2023-02-08 02:00:56,2023-02-08 10:00:56+08:00,,Iridium,38.99897,97.36382,3603,2.4,3D Validated,358314,4317936,Nothing Detected,1,3.36,3.68
48918,2023-02-08 08:00:38+08:00,2023-02-08 00:00:38,2023-02-08 02:00:56,2023-02-08 10:00:56+08:00,,Iridium,38.99898,97.36382,3596,3.8,3D Validated,358314,4317936,Nothing Detected,-3,3.36,3.68
48918,2023-02-08 06:00:38+08:00,2023-02-07 22:00:38,2023-02-08 02:00:56,2023-02-08 10:00:56+08:00,,Iridium,38.99895,97.36386,3599,3,3D Validated,358318,4317933,Nothing Detected,0,3.36,3.68
48918,2023-02-08 04:00:37+08:00,2023-02-07 20:00:37,2023-02-08 02:00:56,2023-02-08 10:00:56+08:00,,Iridium,38.99897,97.36384,3603,2.2,3D Validated,358316,4317936,Nothing Detected,-4,3.36,3.68
48918,2023-02-08 02:00:12+08:00,2023-02-07 18:00:12,2023-02-08 02:01:04,2023-02-08 10:01:04+08:00,,Iridium,38.99893,97.36388,3603,4,3D Validated,358319,4317931,Nothing Detected,-3,3.36,3.68
48918,2023-02-08 00:00:38+08:00,2023-02-07 16:00:38,2023-02-08 02:01:04,2023-02-08 10:01:04+08:00,,Iridium,38.99896,97.36389,3595,2,3D Validated,358320,4317934,Nothing Detected,-7,3.36,3.68
48918,2023-02-07 22:00:38+08:00,2023-02-07 14:00:38,2023-02-08 02:01:04,2023-02-08 10:01:04+08:00,,Iridium,38.99901,97.36402,3588,3,3D Validated,358332,4317939,Nothing Detected,-2,3.36,3.68
48918,2023-02-07 20:00:37+08:00,2023-02-07 12:00:37,2023-02-08 02:01:04,2023-02-08 10:01:04+08:00,,Iridium,38.99898,97.36384,3599,2.2,3D Validated,358316,4317936,Nothing Detected,-2,3.36,3.68
48918,2023-02-07 18:00:38+08:00,2023-02-07 10:00:38,2023-02-08 02:01:12,2023-02-08 10:01:12+08:00,,Iridium,38.99897,97.36386,3603,2.8,3D Validated,358318,4317936,Nothing Detected,4,3.36,3.68
48918,2023-02-07 16:00:38+08:00,2023-02-07 08:00:38,2023-02-08 02:01:12,2023-02-08 10:01:12+08:00,,Iridium,38.99898,97.36382,3599,6.8,3D Validated,358314,4317937,Nothing Detected,4,3.36,3.68
48918,2023-02-07 14:00:38+08:00,2023-02-07 06:00:38,2023-02-08 02:01:12,2023-02-08 10:01:12+08:00,,Iridium,38.99893,97.36395,3583,4.6,3D Validated,358325,4317931,Nothing Detected,9,3.36,3.68
48918,2023-02-07 12:00:38+08:00,2023-02-07 04:00:38,2023-02-08 02:01:12,2023-02-08 10:01:12+08:00,,Iridium,38.99894,97.36394,3614,3,3D Validated,358324,4317932,Nothing Detected,29,3.28,3.68
48918,2023-02-07 10:00:38+08:00,2023-02-07 02:00:38,2023-02-07 02:01:06,2023-02-07 10:01:06+08:00,,Iridium,38.99878,97.36353,3626,1.6,3D Validated,358289,4317915,Nothing Detected,7,3.28,3.68
48918,2023-02-07 08:00:37+08:00,2023-02-07 00:00:37,2023-02-07 02:01:06,2023-02-07 10:01:06+08:00,,Iridium,38.99456,97.36430,3605,2.2,3D Validated,358347,4317445,Nothing Detected,-10,3.36,3.68
48918,2023-02-07 06:00:15+08:00,2023-02-06 22:00:15,2023-02-07 02:01:06,2023-02-07 10:01:06+08:00,,Iridium,38.99242,97.36887,3554,5.2,3D Validated,358738,4317201,Nothing Detected,-6,3.28,3.68
48918,2023-02-07 04:00:36+08:00,2023-02-06 20:00:36,2023-02-07 02:01:06,2023-02-07 10:01:06+08:00,,Iridium,38.98849,97.38179,3690,2,3D Validated,359850,4316745,Nothing Detected,-4,3.36,3.68
48918,2023-02-07 02:00:38+08:00,2023-02-06 18:00:38,2023-02-06 18:01:29,2023-02-07 02:01:29+08:00,,Iridium,38.98809,97.38197,3698,2.2,3D Validated,359864,4316700,Nothing Detected,-6,3.28,3.68
48918,2023-02-07 00:00:37+08:00,2023-02-06 16:00:37,2023-02-06 18:01:29,2023-02-07 02:01:29+08:00,,Iridium,38.98482,97.38536,3806,2.2,3D Validated,360152,4316332,Nothing Detected,-6,3.36,3.68
48918,2023-02-06 22:00:14+08:00,2023-02-06 14:00:14,2023-02-06 18:01:29,2023-02-07 02:01:29+08:00,,Iridium,38.97572,97.38400,3656,5,3D Validated,360016,4315324,Nothing Detected,-5,3.28,3.68
48918,2023-02-06 20:00:37+08:00,2023-02-06 12:00:37,2023-02-06 18:01:29,2023-02-07 02:01:29+08:00,,Iridium,38.96646,97.38152,3904,1.6,3D Validated,359783,4314300,Nothing Detected,-4,3.2,3.68
48918,2023-02-06 18:00:11+08:00,2023-02-06 10:00:11,2023-02-06 10:00:35,2023-02-06 18:00:35+08:00,,Iridium,38.96188,97.37328,4034,3.6,3D Validated,359060,4313804,Nothing Detected,-3,3.28,3.68
48918,2023-02-06 16:00:38+08:00,2023-02-06 08:00:38,2023-02-06 10:00:35,2023-02-06 18:00:35+08:00,,Iridium,38.96464,97.37438,4039,1.8,3D Validated,359161,4314109,Nothing Detected,15,3.36,3.68
48918,2023-02-06 14:00:38+08:00,2023-02-06 06:00:38,2023-02-06 10:00:35,2023-02-06 18:00:35+08:00,,Iridium,38.96463,97.37437,4025,7.6,3D Validated,359160,4314108,Nothing Detected,16,3.36,3.68
48918,2023-02-06 12:00:37+08:00,2023-02-06 04:00:37,2023-02-06 10:00:35,2023-02-06 18:00:35+08:00,,Iridium,38.96458,97.37441,4045,2,3D Validated,359163,4314103,Nothing Detected,18,3.28,3.68
48918,2023-02-06 10:00:38+08:00,2023-02-06 02:00:38,2023-02-06 10:00:44,2023-02-06 18:00:44+08:00,,Iridium,38.95924,97.36972,4122,1.8,3D Validated,358746,4313517,Nothing Detected,1,3.28,3.68
48918,2023-02-06 08:00:36+08:00,2023-02-06 00:00:36,2023-02-06 10:00:44,2023-02-06 18:00:44+08:00,,Iridium,38.97109,97.36549,3984,1.8,3D Validated,358403,4314838,Nothing Detected,-4,3.28,3.68
48918,2023-02-06 06:00:37+08:00,2023-02-05 22:00:37,2023-02-06 10:00:44,2023-02-06 18:00:44+08:00,,Iridium,38.97270,97.35773,4023,2.2,3D Validated,357734,4315030,Nothing Detected,-3,3.28,3.68
48918,2023-02-06 04:00:11+08:00,2023-02-05 20:00:11,2023-02-06 10:00:44,2023-02-06 18:00:44+08:00,,Iridium,38.97600,97.36037,3828,6.8,3D Validated,357969,4315392,Nothing Detected,-3,3.28,3.68
48918,2023-02-06 02:00:36+08:00,2023-02-05 18:00:36,2023-02-05 18:00:59,2023-02-06 02:00:59+08:00,,Iridium,38.97752,97.36275,3734,2.4,3D Validated,358178,4315556,Nothing Detected,-6,3.36,3.68
48918,2023-02-06 00:00:37+08:00,2023-02-05 16:00:37,2023-02-05 18:00:59,2023-02-06 02:00:59+08:00,,Iridium,38.97755,97.36271,3716,2.6,3D Validated,358175,4315561,Nothing Detected,-11,3.36,3.68
48918,2023-02-05 22:00:17+08:00,2023-02-05 14:00:17,2023-02-05 18:00:59,2023-02-06 02:00:59+08:00,,Iridium,38.97752,97.36269,3731,6.2,3D Validated,358173,4315556,Nothing Detected,-5,3.36,3.68
48918,2023-02-05 20:00:38+08:00,2023-02-05 12:00:38,2023-02-05 18:00:59,2023-02-06 02:00:59+08:00,,Iridium,38.97826,97.36495,3765,1.2,3D Validated,358371,4315635,Nothing Detected,-7,3.28,3.68
48918,2023-02-05 18:00:37+08:00,2023-02-05 10:00:37,2023-02-05 18:01:07,2023-02-06 02:01:07+08:00,,Iridium,38.97328,97.36797,3826,2.6,3D Validated,358623,4315078,Nothing Detected,-1,3.28,3.68
48918,2023-02-05 16:00:12+08:00,2023-02-05 08:00:12,2023-02-05 18:01:07,2023-02-06 02:01:07+08:00,,Iridium,38.97277,97.37022,3931,2.2,3D Validated,358816,4315018,Nothing Detected,7,3.36,3.68
48918,2023-02-05 14:00:38+08:00,2023-02-05 06:00:38,2023-02-05 18:01:07,2023-02-06 02:01:07+08:00,,Iridium,38.97281,97.37026,3933,1.4,3D Validated,358820,4315022,Nothing Detected,19,3.28,3.6
48918,2023-02-05 12:00:36+08:00,2023-02-05 04:00:36,2023-02-05 18:01:07,2023-02-06 02:01:07+08:00,,Iridium,38.98033,97.36591,3646,3,3D Validated,358458,4315864,Nothing Detected,12,3.28,3.6
48918,2023-02-05 10:00:38+08:00,2023-02-05 02:00:38,2023-02-05 02:01:37,2023-02-05 10:01:37+08:00,,Iridium,38.97869,97.36098,3757,1.6,3D Validated,358028,4315689,Nothing Detected,0,3.28,3.68
48918,2023-02-05 08:00:38+08:00,2023-02-05 00:00:38,2023-02-05 02:01:37,2023-02-05 10:01:37+08:00,,Iridium,38.98053,97.36335,3689,1.6,3D Validated,358237,4315890,Nothing Detected,-7,3.36,3.68
48918,2023-02-05 06:00:37+08:00,2023-02-04 22:00:37,2023-02-05 02:01:37,2023-02-05 10:01:37+08:00,,Iridium,38.97464,97.36696,3760,2.2,3D Validated,358538,4315231,Nothing Detected,-1,3.2,3.68
48918,2023-02-05 04:00:10+08:00,2023-02-04 20:00:10,2023-02-05 02:01:37,2023-02-05 10:01:37+08:00,,Iridium,38.99044,97.36378,3845,2.6,3D Validated,358294,4316989,Nothing Detected,-5,3.28,3.68
48918,2023-02-05 02:00:38+08:00,2023-02-04 18:00:38,2023-02-05 02:01:47,2023-02-05 10:01:47+08:00,,Iridium,38.99038,97.35493,3714,1.6,3D Validated,357527,4316996,Nothing Detected,-5,3.36,3.68
48918,2023-02-05 00:00:37+08:00,2023-02-04 16:00:37,2023-02-05 02:01:47,2023-02-05 10:01:47+08:00,,Iridium,38.99122,97.35149,3665,2.4,3D Validated,357231,4317095,Nothing Detected,-2,3.2,3.68
48918,2023-02-04 22:00:11+08:00,2023-02-04 14:00:11,2023-02-05 02:01:47,2023-02-05 10:01:47+08:00,,Iridium,38.98772,97.33869,3952,7.2,3D Validated,356115,4316726,Nothing Detected,-2,3.28,3.68
48918,2023-02-04 20:00:37+08:00,2023-02-04 12:00:37,2023-02-05 02:01:47,2023-02-05 10:01:47+08:00,,Iridium,38.98913,97.33356,3850,1.8,3D Validated,355674,4316891,Nothing Detected,1,3.28,3.68
48918,2023-02-04 18:00:21+08:00,2023-02-04 10:00:21,2023-02-05 02:01:56,2023-02-05 10:01:56+08:00,,Iridium,38.98792,97.32981,3664,4.4,3D Validated,355347,4316763,Nothing Detected,7,3.36,3.68
48918,2023-02-04 16:00:36+08:00,2023-02-04 08:00:36,2023-02-05 02:01:56,2023-02-05 10:01:56+08:00,,Iridium,38.98824,97.32834,3703,2.6,3D Validated,355220,4316801,Nothing Detected,12,3.36,3.68
48918,2023-02-04 14:00:37+08:00,2023-02-04 06:00:37,2023-02-05 02:01:56,2023-02-05 10:01:56+08:00,,Iridium,38.98931,97.32623,3727,1.8,3D Validated,355039,4316923,Nothing Detected,13,3.36,3.68
48918,2023-02-04 12:00:36+08:00,2023-02-04 04:00:36,2023-02-05 02:01:56,2023-02-05 10:01:56+08:00,,Iridium,38.99060,97.32404,3630,2.6,3D Validated,354852,4317069,Nothing Detected,7,3.28,3.68
48918,2023-02-04 10:00:37+08:00,2023-02-04 02:00:37,2023-02-04 02:01:05,2023-02-04 10:01:05+08:00,,Iridium,38.99112,97.32160,3673,1.8,3D Validated,354642,4317131,Nothing Detected,1,3.28,3.68
48918,2023-02-04 08:00:11+08:00,2023-02-04 00:00:11,2023-02-04 02:01:05,2023-02-04 10:01:05+08:00,,Iridium,38.99999,97.30640,3908,3,3D Validated,353344,4318140,Nothing Detected,-1,3.36,3.68
48918,2023-02-04 06:00:41+08:00,2023-02-03 22:00:41,2023-02-04 02:01:05,2023-02-04 10:01:05+08:00,,Iridium,39.00032,97.30611,3911,2.4,3D Validated,353320,4318177,Nothing Detected,-3,3.36,3.68
48918,2023-02-04 04:00:38+08:00,2023-02-03 20:00:38,2023-02-04 02:01:05,2023-02-04 10:01:05+08:00,,Iridium,39.00030,97.30615,3912,1.8,3D Validated,353323,4318175,Nothing Detected,-6,3.36,3.68
48918,2023-02-04 02:02:39+08:00,2023-02-03 18:02:39,2023-02-04 02:01:13,2023-02-04 10:01:13+08:00,,Iridium,39.00048,97.30621,3916,3.2,3D Validated,353329,4318195,Nothing Detected,3,3.36,3.68
48918,2023-02-04 00:00:38+08:00,2023-02-03 16:00:38,2023-02-04 02:01:13,2023-02-04 10:01:13+08:00,,Iridium,39.00054,97.30611,3928,3.2,3D Validated,353320,4318201,Nothing Detected,3,3.36,3.68
48918,2023-02-03 22:00:36+08:00,2023-02-03 14:00:36,2023-02-04 02:01:13,2023-02-04 10:01:13+08:00,,Iridium,39.00021,97.31155,3926,3.2,3D Validated,353790,4318155,Nothing Detected,0,3.36,3.68
48918,2023-02-03 20:00:37+08:00,2023-02-03 12:00:37,2023-02-04 02:01:13,2023-02-04 10:01:13+08:00,,Iridium,39.00147,97.31325,3969,1.8,3D Validated,353940,4318293,Nothing Detected,-2,3.2,3.68
48918,2023-02-03 18:00:10+08:00,2023-02-03 10:00:10,2023-02-03 10:00:35,2023-02-03 18:00:35+08:00,,Iridium,39.01005,97.31544,3917,1.6,3D Validated,354147,4319241,Nothing Detected,10,3.28,3.68
48918,2023-02-03 16:00:38+08:00,2023-02-03 08:00:38,2023-02-03 10:00:35,2023-02-03 18:00:35+08:00,,Iridium,39.01145,97.31000,3595,2.2,3D Validated,353679,4319406,Nothing Detected,13,3.36,3.68
48918,2023-02-03 14:00:37+08:00,2023-02-03 06:00:37,2023-02-03 10:00:35,2023-02-03 18:00:35+08:00,,Iridium,39.01146,97.31001,3588,8.8,3D Validated,353680,4319406,Nothing Detected,25,3.36,3.68
48918,2023-02-03 12:00:37+08:00,2023-02-03 04:00:37,2023-02-03 10:00:35,2023-02-03 18:00:35+08:00,,Iridium,39.01145,97.31000,3595,3.2,3D Validated,353679,4319406,Nothing Detected,7,3.36,3.68
48918,2023-02-03 10:01:16+08:00,2023-02-03 02:01:16,2023-02-03 10:00:44,2023-02-03 18:00:44+08:00,,Iridium,39.01104,97.30881,3553,2.6,3D Validated,353576,4319362,Nothing Detected,0,3.28,3.68
48918,2023-02-03 08:00:37+08:00,2023-02-03 00:00:37,2023-02-03 10:00:44,2023-02-03 18:00:44+08:00,,Iridium,39.00787,97.31261,3717,2.2,3D Validated,353897,4319004,Nothing Detected,-5,3.2,3.68
48918,2023-02-03 06:00:37+08:00,2023-02-02 22:00:37,2023-02-03 10:00:44,2023-02-03 18:00:44+08:00,,Iridium,39.00764,97.31519,3856,1,3D Validated,354121,4318975,Nothing Detected,-4,3.28,3.68
48918,2023-02-03 04:00:09+08:00,2023-02-02 20:00:09,2023-02-03 10:00:44,2023-02-03 18:00:44+08:00,,Iridium,39.00829,97.31522,3850,1.6,3D Validated,354124,4319047,Nothing Detected,-5,3.28,3.68
48918,2023-02-03 02:00:14+08:00,2023-02-02 18:00:14,2023-02-03 10:00:52,2023-02-03 18:00:52+08:00,,Iridium,39.00210,97.31795,4045,9.8,3D Validated,354349,4318355,Nothing Detected,-6,3.2,3.68
48918,2023-02-03 00:00:37+08:00,2023-02-02 16:00:37,2023-02-03 10:00:52,2023-02-03 18:00:52+08:00,,Iridium,38.99723,97.32153,3762,1.6,3D Validated,354648,4317809,Nothing Detected,-4,3.28,3.68
48918,2023-02-02 22:00:44+08:00,2023-02-02 14:00:44,2023-02-03 10:00:52,2023-02-03 18:00:52+08:00,,Iridium,38.99428,97.32320,3744,3.8,3D Validated,354787,4317479,Nothing Detected,3,3.36,3.68
48918,2023-02-02 20:01:06+08:00,2023-02-02 12:01:06,2023-02-03 10:00:52,2023-02-03 18:00:52+08:00,,Iridium,38.99443,97.32286,3727,2.8,3D Validated,354758,4317496,Nothing Detected,0,3.2,3.68
48918,2023-02-02 18:00:36+08:00,2023-02-02 10:00:36,2023-02-03 10:00:59,2023-02-03 18:00:59+08:00,,Iridium,38.99996,97.31491,3874,1.8,3D Validated,354081,4318123,Nothing Detected,0,3.28,3.68
48918,2023-02-02 16:00:37+08:00,2023-02-02 08:00:37,2023-02-02 08:01:04,2023-02-02 16:01:04+08:00,,Iridium,38.99807,97.31431,3820,3,3D Validated,354025,4317913,Nothing Detected,4,3.28,3.68
48918,2023-02-02 14:00:44+08:00,2023-02-02 06:00:44,2023-02-02 08:01:04,2023-02-02 16:01:04+08:00,,Iridium,38.99735,97.31229,3752,2,3D Validated,353848,4317837,Nothing Detected,9,3.28,3.68
48918,2023-02-02 12:00:11+08:00,2023-02-02 04:00:11,2023-02-02 08:01:04,2023-02-02 16:01:04+08:00,,Iridium,38.99661,97.31176,3679,3,3D Validated,353801,4317756,Nothing Detected,7,3.28,3.68
48918,2023-02-02 10:00:37+08:00,2023-02-02 02:00:37,2023-02-02 08:01:04,2023-02-02 16:01:04+08:00,,Iridium,38.99043,97.30808,3612,1.2,3D Validated,353470,4317076,Nothing Detected,1,3.28,3.68
48918,2023-02-02 08:00:38+08:00,2023-02-02 00:00:38,2023-02-03 10:00:59,2023-02-03 18:00:59+08:00,,Iridium,38.98372,97.31288,3467,2.2,3D Validated,353872,4316324,Nothing Detected,-3,3.2,3.68
48918,2023-02-02 06:00:36+08:00,2023-02-01 22:00:36,2023-02-03 10:00:59,2023-02-03 18:00:59+08:00,,Iridium,38.98549,97.31615,3535,5.6,3D Validated,354159,4316515,Nothing Detected,-4,3.28,3.68
48918,2023-02-02 04:00:37+08:00,2023-02-01 20:00:37,2023-02-03 10:00:59,2023-02-03 18:00:59+08:00,,Iridium,38.98547,97.31618,3533,1.2,3D Validated,354161,4316512,Nothing Detected,-5,3.36,3.68
48918,2023-02-02 02:00:14+08:00,2023-02-01 18:00:14,2023-02-03 10:01:08,2023-02-03 18:01:08+08:00,,Iridium,38.98537,97.31621,3533,9.4,3D Validated,354163,4316502,Nothing Detected,-3,3.28,3.68
48918,2023-02-02 00:00:37+08:00,2023-02-01 16:00:37,2023-02-01 16:01:21,2023-02-02 00:01:21+08:00,,Iridium,38.98549,97.31618,3533,1.6,3D Validated,354161,4316515,Nothing Detected,-8,3.36,3.68
48918,2023-02-01 22:00:20+08:00,2023-02-01 14:00:20,2023-02-01 16:01:21,2023-02-02 00:01:21+08:00,,Iridium,38.98556,97.31617,3526,4.6,3D Validated,354160,4316523,Nothing Detected,-1,3.36,3.68
48918,2023-02-01 20:00:37+08:00,2023-02-01 12:00:37,2023-02-01 16:01:21,2023-02-02 00:01:21+08:00,,Iridium,38.98549,97.31615,3533,1.4,3D Validated,354159,4316515,Nothing Detected,-2,3.36,3.68
48918,2023-02-01 18:00:11+08:00,2023-02-01 10:00:11,2023-02-01 16:01:21,2023-02-02 00:01:21+08:00,,Iridium,38.98550,97.31616,3528,6.4,3D Validated,354159,4316516,Nothing Detected,1,3.28,3.68
48918,2023-02-01 16:00:37+08:00,2023-02-01 08:00:37,2023-02-01 08:01:22,2023-02-01 16:01:22+08:00,,Iridium,38.98472,97.31536,3524,2.4,3D Validated,354088,4316430,Nothing Detected,13,3.28,3.68
48918,2023-02-01 14:00:16+08:00,2023-02-01 06:00:16,2023-02-01 08:01:22,2023-02-01 16:01:22+08:00,,Iridium,38.98380,97.31370,3504,3,3D Validated,353943,4316332,Nothing Detected,10,3.36,3.68
48918,2023-02-01 12:00:36+08:00,2023-02-01 04:00:36,2023-02-01 08:01:22,2023-02-01 16:01:22+08:00,,Iridium,38.98339,97.31427,3503,1.6,3D Validated,353991,4316284,Nothing Detected,7,3.28,3.68
48918,2023-02-01 10:00:38+08:00,2023-02-01 02:00:38,2023-02-01 08:01:22,2023-02-01 16:01:22+08:00,,Iridium,38.98442,97.31342,3534,1.8,3D Validated,353919,4316400,Nothing Detected,6,3.28,3.68
48918,2023-02-01 08:00:38+08:00,2023-02-01 00:00:38,2023-02-01 00:01:00,2023-02-01 08:01:00+08:00,,Iridium,38.98433,97.31306,3530,1.2,3D Validated,353888,4316391,Nothing Detected,-3,3.28,3.68
48918,2023-02-01 06:00:38+08:00,2023-01-31 22:00:38,2023-02-01 00:01:00,2023-02-01 08:01:00+08:00,,Iridium,38.98549,97.31618,3530,1.6,3D Validated,354161,4316515,Nothing Detected,-6,3.36,3.68
48918,2023-02-01 04:00:37+08:00,2023-01-31 20:00:37,2023-02-01 00:01:00,2023-02-01 08:01:00+08:00,,Iridium,38.98549,97.31618,3536,1.4,3D Validated,354161,4316515,Nothing Detected,-7,3.36,3.68
48918,2023-02-01 02:00:13+08:00,2023-01-31 18:00:13,2023-02-01 00:01:00,2023-02-01 08:01:00+08:00,,Iridium,38.98544,97.31617,3536,8.8,3D Validated,354160,4316510,Nothing Detected,-4,3.36,3.68
48918,2023-02-01 00:00:36+08:00,2023-01-31 16:00:36,2023-01-31 16:01:01,2023-02-01 00:01:01+08:00,,Iridium,38.98515,97.31548,3526,2,3D Validated,354099,4316478,Nothing Detected,-4,3.36,3.68
48918,2023-01-31 22:00:36+08:00,2023-01-31 14:00:36,2023-01-31 16:01:01,2023-02-01 00:01:01+08:00,,Iridium,38.98512,97.31545,3520,2.6,3D Validated,354097,4316475,Nothing Detected,0,3.28,3.68
48918,2023-01-31 20:00:36+08:00,2023-01-31 12:00:36,2023-01-31 16:01:01,2023-02-01 00:01:01+08:00,,Iridium,38.98511,97.31547,3528,2.2,3D Validated,354098,4316474,Nothing Detected,2,3.28,3.68
48918,2023-01-31 18:00:37+08:00,2023-01-31 10:00:37,2023-01-31 16:01:01,2023-02-01 00:01:01+08:00,,Iridium,38.98543,97.31604,3525,1.6,3D Validated,354149,4316508,Nothing Detected,11,3.36,3.68
48918,2023-01-31 16:00:38+08:00,2023-01-31 08:00:38,2023-01-31 16:01:09,2023-02-01 00:01:09+08:00,,Iridium,38.98551,97.31634,3527,4.6,3D Validated,354175,4316517,Nothing Detected,16,3.36,3.68
48918,2023-01-31 14:01:36+08:00,2023-01-31 06:01:36,2023-01-31 16:01:09,2023-02-01 00:01:09+08:00,,Iridium,38.98550,97.31639,3529,4,3D Validated,354179,4316515,Nothing Detected,9,3.28,3.68
48918,2023-01-31 12:00:36+08:00,2023-01-31 04:00:36,2023-01-31 16:01:09,2023-02-01 00:01:09+08:00,,Iridium,38.98552,97.31616,3530,2.4,3D Validated,354159,4316518,Nothing Detected,17,3.36,3.68
48918,2023-01-31 10:00:38+08:00,2023-01-31 02:00:38,2023-01-31 16:01:09,2023-02-01 00:01:09+08:00,,Iridium,38.98549,97.31615,3533,1.4,3D Validated,354159,4316515,Nothing Detected,-1,3.36,3.68
48918,2023-01-31 08:00:38+08:00,2023-01-31 00:00:38,2023-01-31 00:02:22,2023-01-31 08:02:22+08:00,,Iridium,38.98548,97.31618,3532,2,3D Validated,354161,4316513,Nothing Detected,-7,3.36,3.68
48918,2023-01-31 06:00:37+08:00,2023-01-30 22:00:37,2023-01-31 00:02:22,2023-01-31 08:02:22+08:00,,Iridium,38.98548,97.31622,3535,2,3D Validated,354165,4316513,Nothing Detected,0,3.28,3.68
48918,2023-01-31 04:00:37+08:00,2023-01-30 20:00:37,2023-01-31 00:02:22,2023-01-31 08:02:22+08:00,,Iridium,38.98548,97.31620,3535,2.6,3D Validated,354163,4316513,Nothing Detected,-1,3.36,3.68
48918,2023-01-31 02:00:14+08:00,2023-01-30 18:00:14,2023-01-31 00:02:22,2023-01-31 08:02:22+08:00,,Iridium,38.98552,97.31615,3532,8.2,3D Validated,354159,4316518,Nothing Detected,-2,3.36,3.68
48918,2023-01-31 00:00:36+08:00,2023-01-30 16:00:36,2023-01-30 16:01:13,2023-01-31 00:01:13+08:00,,Iridium,38.98549,97.31620,3536,2,3D Validated,354163,4316515,Nothing Detected,-6,3.36,3.68
48918,2023-01-30 22:00:36+08:00,2023-01-30 14:00:36,2023-01-30 16:01:13,2023-01-31 00:01:13+08:00,,Iridium,38.98550,97.31620,3532,3.2,3D Validated,354163,4316516,Nothing Detected,-3,3.36,3.68
48918,2023-01-30 20:00:36+08:00,2023-01-30 12:00:36,2023-01-30 16:01:13,2023-01-31 00:01:13+08:00,,Iridium,38.98547,97.31619,3536,2.2,3D Validated,354162,4316512,Nothing Detected,0,3.36,3.68
48918,2023-01-30 18:00:37+08:00,2023-01-30 10:00:37,2023-01-30 16:01:13,2023-01-31 00:01:13+08:00,,Iridium,38.98548,97.31615,3531,1.6,3D Validated,354159,4316513,Nothing Detected,19,3.28,3.68
48918,2023-01-30 16:02:42+08:00,2023-01-30 08:02:42,2023-01-30 16:01:38,2023-01-31 00:01:38+08:00,,Iridium,38.98546,97.31612,3537,6.4,3D,354156,4316511,Nothing Detected,8,3.28,3.68
48918,2023-01-30 14:01:31+08:00,2023-01-30 06:01:31,2023-01-30 16:01:38,2023-01-31 00:01:38+08:00,,Iridium,38.98553,97.31651,3549,5.6,3D Validated,354190,4316519,Nothing Detected,10,3.28,3.68
48918,2023-01-30 12:00:36+08:00,2023-01-30 04:00:36,2023-01-30 16:01:38,2023-01-31 00:01:38+08:00,,Iridium,38.98546,97.31619,3543,2.4,3D Validated,354161,4316512,Nothing Detected,19,3.28,3.68
48918,2023-01-30 10:00:38+08:00,2023-01-30 02:00:38,2023-01-30 16:01:38,2023-01-31 00:01:38+08:00,,Iridium,38.98548,97.31619,3537,1.2,3D Validated,354162,4316514,Nothing Detected,-6,3.36,3.68
48918,2023-01-30 08:00:37+08:00,2023-01-30 00:00:37,2023-01-31 00:02:31,2023-01-31 08:02:31+08:00,,Iridium,38.98549,97.31615,3533,3.4,3D Validated,354159,4316515,Nothing Detected,-9,3.36,3.68
